연도,월,시도 명,시군구 명,읍면동 명,동리 명,측정소 명,수온,수소이온농도,용존산소,생화학적 산소요구량,화학적 산소요구량,부유물질,총질소,총인
2019,06,전라북도,전주시덕진구,전미동1가,,전주,22.9,7.7,8.5,1.8,6.0,5.6,1.656,0.067
2019,06,전라북도,전주시완산구,대성동,,전주천1,21.1,7.7,11.2,0.5,2.1,1.7,1.129,0.022
2019,06,전라북도,완주군,고산면,읍내리,고산,18.1,8.4,10.3,0.7,3.9,2.4,1.474,0.009
2019,06,전라북도,무주군,무주읍,대차리,무주남대천2,27.0,8.4,10.6,0.9,5.3,7.3,1.173,0.015
2019,06,전라북도,무주군,무주읍,읍내리,무주남대천1,26.4,8.8,10.2,0.9,4.2,2.5,0.951,0.009
2019,06,전라북도,무주군,무주읍,읍내리,무주남대천3,23.4,7.9,11.2,1.4,4.8,4.6,1.274,0.037
2019,06,전라북도,부안군,상서면,청림리,백천내,18.5,6.4,8.6,0.9,2.4,0.6,1.205,0.006
2019,06,전라북도,무주군,안성면,진도리,구량천,18.8,7.5,9.7,1.8,7.0,23.8,2.424,0.075
2019,06,전라북도,진안군,정천면,월평리,정자천,20.7,7.8,10.1,0.8,4.2,7.5,2.190,0.037
2019,06,전라북도,진안군,진안읍,운산리,진안천,25.1,7.5,9.0,1.6,5.0,20.0,2.006,0.081
2019,06,전라북도,진안군,진안읍,가막리,가막,21.2,7.9,8.7,2.1,7.5,22.3,3.059,0.107
2019,06,전라북도,무주군,무주읍,용포리,용포,23.9,8.6,9.9,0.8,4.4,3.0,1.060,0.006
2019,06,전라북도,진안군,용담면,송풍리,용담,19.1,7.8,9.5,0.8,5.1,2.8,1.574,0.023
2019,06,전라북도,남원시,운봉읍,,람천2,23.7,8.6,8.9,0.9,4.4,2.8,1.294,0.045
2019,06,전라북도,남원시,인월면,중군리,람천1,25.7,8.7,9.9,1.3,7.3,5.4,2.179,0.073
2019,06,전라북도,임실군,관촌면,방수리,관촌,23.0,7.1,10.3,1.9,5.0,6.2,1.268,0.043
2019,06,전라북도,임실군,운암면,학암리,운암,22.4,8.1,8.2,2.8,6.5,12.4,0.731,0.021
2019,06,전라북도,정읍시,산내면,매죽리,추령천,23.1,7.3,10.8,1.0,4.4,5.1,1.519,0.022
2019,06,전라북도,임실군,강진면,용수리,임실,23.2,7.2,8.7,0.9,4.4,1.9,1.136,0.026
2019,06,전라북도,순창군,동계면,구미리,동계,23.6,8.5,8.4,0.8,3.3,4.1,0.863,0.014
2019,06,전라북도,순창군,구림면,안정리,치천,21.8,7.4,10.2,1.2,6.2,3.9,1.542,0.034
2019,06,전라북도,남원시,대강면,풍산리,수홍천,19.9,7.2,8.7,2.2,8.0,9.6,2.417,0.083
2019,06,전라북도,순창군,유등면,유촌리,옥택천,20.1,7.1,8.8,1.7,8.1,5.9,1.703,0.063
2019,06,전라북도,순창군,적성면,고원리,적성,24.9,8.1,8.2,1.4,6.7,6.7,1.508,0.029
2019,06,전라북도,남원시,금지면,귀석리,남원,27.4,8.7,10.0,1.0,6.5,6.5,1.816,0.038
2019,06,전라북도,남원시,대강면,월탄리,대강,24.8,7.5,7.9,1.4,7.4,10.2,1.305,0.054
2019,06,전라북도,장수군,산서면,사상리,오수천1,19.8,7.0,8.4,2.8,7.9,10.6,2.233,0.107
2019,06,전라북도,남원시,덕과면,사율리,율천,22.0,7.2,8.3,3.0,8.8,28.7,2.147,0.138
2019,06,전라북도,남원시,사매면,서도리,월평천,21.0,7.1,7.8,2.7,8.3,17.2,2.154,0.131
2019,06,전라북도,순창군,동계면,서호리,오수천2,24.2,7.8,9.2,1.8,8.7,15.2,1.630,0.076
2019,06,전라북도,임실군,삼계면,후천리,후곡천,22.8,7.3,8.5,2.4,8.6,5.4,1.519,0.116
2019,06,전라북도,남원시,산동면,월석리,요천1,21.2,7.5,8.8,0.7,3.1,4.1,1.314,0.023
2019,06,전라북도,남원시,금지면,창산리,요천2,26.8,8.7,10.1,1.2,5.4,3.5,2.138,0.070
2019,06,전라북도,남원시,송동면,세전리,요천3,22.5,8.0,10.1,1.9,7.9,10.6,2.011,0.104
2019,06,전라북도,고창군,아산면,구암리,주진천1,23.3,8.1,8.5,3.5,13.1,19.9,2.737,0.048
2019,06,전라북도,고창군,아산면,반암리,주진천2,24.1,7.7,6.9,3.1,13.8,38.8,3.287,0.076
2019,07,전라북도,익산시,성당면,부곡리,산북천,26.3,7.9,8.8,4.8,13.7,16.2,2.723,0.105
2019,07,전라북도,익산시,망성면,무형리,마산천,25.3,7.9,10.9,8.2,16.2,51.6,4.163,0.316
2019,07,전라북도,부안군,동진면,하장리,고부천2,28.5,7.9,9.6,2.9,12.0,8.6,2.124,0.056
2019,07,전라북도,부안군,동진면,하장리,고부천3,24.9,7.5,6.4,3.8,11.9,16.7,3.016,0.090
2019,07,전라북도,정읍시,영원면,앵성리,고부천1,29.5,8.3,9.9,4.2,12.1,15.3,1.583,0.062
2019,07,전라북도,김제시,부량면,옥정리,동진강3,24.6,7.5,7.0,3.6,9.5,22.2,3.582,0.137
2019,07,전라북도,정읍시,신태인읍,,동진강2,23.5,8.4,7.7,1.2,7.5,20.5,1.669,0.067
2019,07,전라북도,정읍시,신태인읍,구석리,용호천,25.3,7.3,6.3,1.1,7.7,18.8,0.948,0.116
2019,07,전라북도,정읍시,옹동면,산성리,동진강1,19.0,8.8,9.3,0.7,5.0,3.7,1.308,0.013
2019,07,전라북도,김제시,성덕면,남포리,신평천,29.5,8.8,11.9,4.7,10.6,11.3,2.415,0.040
2019,07,전라북도,김제시,죽산면,대창리,원평천3,24.9,7.5,7.2,3.4,12.0,16.3,3.264,0.086
2019,07,전라북도,김제시,봉남면,용신리,원평천1,27.3,7.9,7.6,3.4,18.6,28.8,1.422,0.070
2019,07,전라북도,김제시,죽산면,죽산리,원평천2,29.4,8.9,11.3,4.0,10.4,12.8,1.382,0.096
2019,07,전라북도,정읍시,공평동,,정읍천3,27.7,7.3,9.4,3.4,8.4,8.5,0.799,0.065
2019,07,전라북도,정읍시,송산동,,정읍천1,23.9,7.0,7.5,0.8,3.6,2.0,0.246,0.027
2019,07,전라북도,정읍시,연지동,,정읍천2,25.7,7.7,9.9,0.8,4.0,3.3,0.861,0.033
2019,07,전라북도,정읍시,이평면,하송리,정읍천4,24.2,7.4,6.2,5.0,10.2,23.7,3.722,0.118
2019,07,전라북도,정읍시,하모동,,천원천,27.1,6.9,6.3,2.4,9.0,5.8,1.460,0.106
2019,07,전라북도,김제시,백구면,마산리,마산천,28.5,7.8,9.1,4.2,11.2,9.5,2.038,0.093
2019,07,전라북도,완주군,삼례읍,,삼례,25.6,8.3,8.5,1.3,7.0,4.6,3.210,0.059
2019,07,전라북도,익산시,춘포면,인수리,익산천1,27.8,8.4,7.8,2.2,13.7,15.0,1.710,0.104
2019,07,전라북도,익산시,춘포면,인수리,익산천2,28.2,8.9,11.7,3.8,15.0,22.7,1.400,0.101
2019,07,전라북도,군산시,대야면,광교리,탑천,26.0,7.3,5.5,5.4,12.6,18.5,3.149,0.114
2019,07,전라북도,김제시,백구면,백구리,김제,25.7,7.6,7.8,3.9,8.6,20.0,3.564,0.114
2019,07,전라북도,김제시,백구면,월봉리,용암천,27.9,7.7,10.0,4.2,14.6,8.9,1.942,0.088
2019,07,전라북도,전주시완산구,서신동,,삼천3,25.3,7.6,7.7,1.8,6.0,10.0,1.352,0.088
2019,07,전라북도,전주시완산구,평화동3가,,삼천1,25.5,7.4,8.3,1.2,5.4,6.1,1.440,0.074
2019,07,전라북도,전주시완산구,효자동2가,,삼천2,26.3,7.6,8.8,1.8,5.6,9.8,1.289,0.086
2019,07,전라북도,완주군,소양면,황운리,소양천1,23.4,7.0,8.5,0.9,2.8,2.1,0.438,0.043
2019,07,전라북도,완주군,용진읍,상운리,소양천2,27.5,7.6,10.2,2.8,7.0,4.7,1.992,0.062
2019,07,전라북도,익산시,춘포면,용연리,익산천3,25.7,9.1,10.1,2.6,7.8,11.4,1.363,0.047
2019,07,전라북도,전주시덕진구,고랑동,,전주천7,24.8,7.0,6.3,9.0,12.3,9.1,8.118,0.159
2019,07,전라북도,전주시덕진구,전미동1가,,전주,21.3,7.2,7.1,1.8,6.4,6.9,2.161,0.098
2019,07,전라북도,전주시완산구,대성동,,전주천1,21.2,7.7,9.4,0.8,1.8,1.6,0.982,0.004
2019,07,전라북도,완주군,고산면,읍내리,고산,19.1,8.8,9.6,0.4,3.6,0.8,1.313,0.015
2019,07,전라북도,무주군,무주읍,대차리,무주남대천2,26.5,8.6,9.4,0.5,4.7,6.4,1.077,0.021
2019,07,전라북도,무주군,무주읍,읍내리,무주남대천1,26.0,8.5,8.3,0.6,4.2,2.8,1.124,0.015
2019,07,전라북도,무주군,무주읍,읍내리,무주남대천3,24.3,7.6,9.6,1.1,4.5,3.5,1.258,0.044
2019,07,전라북도,부안군,상서면,청림리,백천내,21.1,5.8,8.4,0.9,2.0,0.2,1.796,0.009
2019,07,전라북도,무주군,안성면,진도리,구량천,20.8,7.2,9.8,1.4,6.2,26.9,1.852,0.103
2019,07,전라북도,진안군,정천면,월평리,정자천,22.5,7.5,10.0,0.9,4.4,12.4,1.995,0.050
2019,07,전라북도,진안군,진안읍,운산리,진안천,23.2,7.9,8.7,2.0,5.0,10.8,1.840,0.063
2019,07,전라북도,진안군,진안읍,가막리,가막,22.5,7.7,9.2,1.7,7.3,46.0,2.910,0.104
2019,07,전라북도,무주군,무주읍,용포리,용포,24.0,8.8,8.8,0.7,4.5,4.4,1.039,0.011
2019,07,전라북도,진안군,용담면,송풍리,용담,20.8,7.4,9.1,0.8,4.8,5.0,1.523,0.038
2019,07,전라북도,남원시,운봉읍,,람천2,21.5,7.9,8.5,1.7,6.5,28.3,2.093,0.131
2019,07,전라북도,남원시,인월면,중군리,람천1,22.4,8.1,8.1,2.4,7.9,28.9,2.807,0.164
2019,07,전라북도,임실군,관촌면,방수리,관촌,24.3,6.8,9.0,1.3,4.5,14.4,1.864,0.048
2019,07,전라북도,임실군,운암면,학암리,운암,25.4,8.8,8.4,1.6,6.2,12.1,0.995,0.017
2019,07,전라북도,정읍시,산내면,매죽리,추령천,25.4,7.2,9.0,0.9,3.5,5.2,2.701,0.021
2019,07,전라북도,임실군,강진면,용수리,임실,24.7,7.0,8.0,0.9,4.0,2.5,1.147,0.018
2019,07,전라북도,순창군,동계면,구미리,동계,26.0,7.7,7.8,1.8,4.6,4.2,0.650,0.016
2019,07,전라북도,순창군,구림면,안정리,치천,23.5,7.4,9.1,1.0,4.5,6.4,2.087,0.036
2019,07,전라북도,남원시,대강면,풍산리,수홍천,21.3,7.1,8.1,1.1,4.5,16.6,2.475,0.066
2019,07,전라북도,순창군,유등면,유촌리,옥택천,21.7,7.1,8.3,0.7,4.1,4.6,1.719,0.050
2019,07,전라북도,순창군,적성면,고원리,적성,25.6,8.0,7.9,0.9,5.9,6.9,1.344,0.038
2019,07,전라북도,남원시,금지면,귀석리,남원,28.8,8.4,8.9,0.7,6.5,6.1,1.103,0.044
2019,07,전라북도,남원시,대강면,월탄리,대강,26.1,7.5,7.7,1.1,5.8,9.0,1.475,0.047
2019,07,전라북도,장수군,산서면,사상리,오수천1,22.0,7.0,9.3,1.4,4.8,15.7,2.269,0.127
2019,07,전라북도,남원시,덕과면,사율리,율천,23.3,7.1,9.1,1.0,3.6,10.4,1.866,0.098
2019,07,전라북도,남원시,사매면,서도리,월평천,22.7,7.0,9.0,1.8,6.2,18.4,2.435,0.143
2019,07,전라북도,순창군,동계면,서호리,오수천2,26.4,8.2,8.9,1.4,6.5,7.5,1.549,0.064
2019,07,전라북도,임실군,삼계면,후천리,후곡천,24.1,7.2,9.1,1.1,6.1,5.8,1.633,0.091
2019,07,전라북도,남원시,산동면,월석리,요천1,21.3,7.8,8.8,0.7,2.9,3.2,1.653,0.018
2019,07,전라북도,남원시,금지면,창산리,요천2,27.7,8.3,9.2,0.6,5.4,3.9,1.727,0.079
2019,07,전라북도,남원시,송동면,세전리,요천3,24.3,7.7,9.5,1.7,5.1,6.8,1.805,0.070
2019,07,전라북도,고창군,아산면,구암리,주진천1,23.7,8.3,7.4,2.1,10.4,8.9,2.113,0.058
2019,07,전라북도,고창군,아산면,반암리,주진천2,25.0,7.7,6.3,2.1,10.6,45.0,2.118,0.062
2019,08,전라북도,익산시,성당면,부곡리,산북천,28.4,7.9,8.8,4.2,9.9,19.1,1.936,0.095
2019,08,전라북도,익산시,망성면,무형리,마산천,30.1,8.0,8.3,5.3,14.1,46.7,2.301,0.357
2019,08,전라북도,부안군,동진면,하장리,고부천2,31.3,6.9,7.3,2.5,7.4,12.5,2.534,0.086
2019,08,전라북도,부안군,동진면,하장리,고부천3,27.9,7.4,6.2,3.9,11.4,276.5,2.724,0.180
2019,08,전라북도,정읍시,영원면,앵성리,고부천1,33.1,7.2,8.7,3.2,7.7,10.7,2.291,0.066
2019,08,전라북도,김제시,부량면,옥정리,동진강3,26.7,7.6,7.5,4.9,12.1,110.6,3.029,0.223
2019,08,전라북도,정읍시,신태인읍,,동진강2,29.2,8.3,9.2,2.6,9.0,22.3,1.977,0.122
2019,08,전라북도,정읍시,신태인읍,구석리,용호천,29.6,6.9,6.5,0.9,7.4,12.0,1.271,0.110
2019,08,전라북도,정읍시,옹동면,산성리,동진강1,25.1,8.4,8.6,0.6,2.9,4.8,1.829,0.017
2019,08,전라북도,김제시,성덕면,남포리,신평천,29.6,8.6,9.7,3.2,4.8,16.8,2.124,0.031
2019,08,전라북도,김제시,죽산면,대창리,원평천3,28.1,7.7,6.6,3.2,9.3,22.5,2.285,0.110
2019,08,전라북도,김제시,봉남면,용신리,원평천1,32.7,9.0,14.3,4.0,11.5,25.9,0.865,0.070
2019,08,전라북도,김제시,죽산면,죽산리,원평천2,31.0,8.9,10.7,4.5,11.4,26.8,2.275,0.067
2019,08,전라북도,정읍시,공평동,,정읍천3,29.4,7.2,9.1,2.0,5.6,5.5,1.989,0.037
2019,08,전라북도,정읍시,송산동,,정읍천1,24.8,7.0,9.0,0.6,3.1,2.9,1.692,0.012
2019,08,전라북도,정읍시,연지동,,정읍천2,26.5,7.5,10.1,1.0,3.6,4.1,2.399,0.021
2019,08,전라북도,정읍시,이평면,하송리,정읍천4,26.0,7.6,6.9,18.3,15.4,86.9,7.569,0.453
2019,08,전라북도,정읍시,하모동,,천원천,29.2,6.8,7.3,1.4,6.3,5.8,1.722,0.049
2019,08,전라북도,김제시,백구면,마산리,마산천,31.8,7.9,10.2,3.0,9.1,7.8,3.140,0.082
2019,08,전라북도,완주군,삼례읍,,삼례,27.4,7.4,6.8,3.5,7.8,5.2,7.012,0.057
2019,08,전라북도,익산시,춘포면,인수리,익산천1,28.7,8.3,5.8,2.3,9.0,10.8,1.653,0.127
2019,08,전라북도,익산시,춘포면,인수리,익산천2,28.8,7.8,8.0,3.8,9.5,15.2,1.540,0.134
2019,08,전라북도,군산시,대야면,광교리,탑천,27.9,7.3,6.0,5.2,11.2,130.4,2.306,0.116
2019,08,전라북도,김제시,백구면,백구리,김제,28.6,7.4,7.8,3.5,9.2,57.8,3.915,0.104
2019,08,전라북도,김제시,백구면,월봉리,용암천,31.1,7.8,8.3,4.5,11.9,11.7,2.454,0.123
2019,08,전라북도,전주시완산구,서신동,,삼천3,31.6,7.4,6.5,1.6,5.1,4.3,1.331,0.161
2019,08,전라북도,전주시완산구,평화동3가,,삼천1,30.2,7.4,8.5,1.3,4.8,6.0,1.262,0.138
2019,08,전라북도,전주시완산구,효자동2가,,삼천2,31.1,7.2,9.9,1.3,5.0,3.3,1.322,0.113
2019,08,전라북도,완주군,소양면,황운리,소양천1,25.8,7.9,9.7,0.6,2.3,3.1,2.749,0.014
2019,08,전라북도,완주군,용진읍,상운리,소양천2,28.1,7.8,7.6,1.1,4.0,3.4,4.024,0.024
2019,08,전라북도,익산시,춘포면,용연리,익산천3,28.3,8.0,7.7,2.3,3.4,8.7,1.984,0.053
2019,08,전라북도,전주시덕진구,고랑동,,전주천7,25.7,7.0,6.9,4.6,11.2,9.2,9.943,0.105
2019,08,전라북도,전주시덕진구,전미동1가,,전주,27.3,7.4,7.0,1.9,5.6,5.4,1.729,0.201
2019,08,전라북도,전주시완산구,대성동,,전주천1,25.0,6.7,11.9,0.7,2.0,1.6,2.275,0.006
2019,08,전라북도,완주군,고산면,읍내리,고산,25.0,8.0,8.4,1.1,2.3,4.6,2.163,0.015
2019,08,전라북도,무주군,무주읍,대차리,무주남대천2,28.1,8.3,8.5,0.9,3.6,3.8,1.552,0.016
2019,08,전라북도,무주군,무주읍,읍내리,무주남대천1,27.4,8.2,8.2,1.1,2.0,2.3,1.430,0.011
2019,08,전라북도,무주군,무주읍,읍내리,무주남대천3,26.3,8.0,10.4,0.8,3.6,1.9,1.464,0.037
2019,08,전라북도,부안군,상서면,청림리,백천내,24.9,6.0,7.8,1.0,1.4,0.4,2.375,0.009
2019,08,전라북도,무주군,안성면,진도리,구량천,21.5,7.4,9.7,0.8,3.9,4.9,1.537,0.046
2019,08,전라북도,진안군,정천면,월평리,정자천,24.2,7.4,9.7,0.7,3.0,2.3,2.084,0.018
2019,08,전라북도,진안군,진안읍,운산리,진안천,31.5,8.6,8.7,2.1,4.7,5.6,2.103,0.078
2019,08,전라북도,진안군,진안읍,가막리,가막,25.0,8.0,9.6,0.9,4.3,4.5,2.643,0.062
2019,08,전라북도,무주군,무주읍,용포리,용포,28.0,8.8,9.5,0.9,2.7,3.3,1.015,0.010
2019,08,전라북도,진안군,용담면,송풍리,용담,23.8,7.5,8.7,0.8,4.6,2.0,1.445,0.025
2019,08,전라북도,남원시,운봉읍,,람천2,28.2,8.3,8.1,1.3,2.0,1.6,1.615,0.054
2019,08,전라북도,남원시,인월면,중군리,람천1,28.5,8.7,8.9,1.6,2.9,2.8,2.180,0.083
2019,08,전라북도,임실군,관촌면,방수리,관촌,25.0,7.0,7.6,1.0,4.0,4.1,1.679,0.034
2019,08,전라북도,임실군,운암면,학암리,운암,27.3,8.2,8.8,1.0,2.8,4.0,2.156,0.021
2019,08,전라북도,정읍시,산내면,매죽리,추령천,25.2,7.3,9.1,1.1,3.7,4.9,3.035,0.031
2019,08,전라북도,임실군,강진면,용수리,임실,26.2,7.2,7.5,0.9,4.7,1.6,1.257,0.020
2019,08,전라북도,순창군,동계면,구미리,동계,28.7,8.3,8.6,0.6,3.8,2.8,0.847,0.019
2019,08,전라북도,순창군,구림면,안정리,치천,23.6,7.2,9.0,0.8,3.9,4.7,1.704,0.027
2019,08,전라북도,남원시,대강면,풍산리,수홍천,21.4,7.0,8.1,0.7,4.9,6.2,1.449,0.064
2019,08,전라북도,순창군,유등면,유촌리,옥택천,22.1,7.2,8.3,0.8,4.9,6.0,1.182,0.058
2019,08,전라북도,순창군,적성면,고원리,적성,28.1,8.0,7.8,1.0,4.1,4.2,1.210,0.049
2019,08,전라북도,남원시,금지면,귀석리,남원,30.7,8.2,7.8,1.7,4.7,5.2,1.100,0.031
2019,08,전라북도,남원시,대강면,월탄리,대강,27.2,7.6,8.9,1.3,5.2,11.5,1.337,0.067
2019,08,전라북도,장수군,산서면,사상리,오수천1,22.6,6.9,9.7,1.0,5.5,11.4,1.529,0.082
2019,08,전라북도,남원시,덕과면,사율리,율천,24.6,7.1,9.1,1.2,5.9,18.9,1.347,0.121
2019,08,전라북도,남원시,사매면,서도리,월평천,22.9,6.9,9.7,1.1,6.0,16.4,1.581,0.123
2019,08,전라북도,순창군,동계면,서호리,오수천2,26.9,7.6,9.6,1.3,5.6,13.1,1.371,0.092
2019,08,전라북도,임실군,삼계면,후천리,후곡천,24.7,7.1,9.5,1.0,6.3,6.3,1.491,0.107
2019,08,전라북도,남원시,산동면,월석리,요천1,22.2,7.7,10.0,0.7,3.1,3.2,1.520,0.022
2019,08,전라북도,남원시,금지면,창산리,요천2,29.1,8.5,8.8,1.4,4.6,3.5,2.024,0.050
2019,08,전라북도,남원시,송동면,세전리,요천3,23.8,7.8,8.6,1.4,5.5,8.6,1.668,0.079
2019,08,전라북도,고창군,아산면,구암리,주진천1,28.6,8.4,8.6,2.1,7.9,11.1,1.860,0.052
2019,08,전라북도,고창군,아산면,반암리,주진천2,30.0,7.9,6.2,2.3,13.2,73.6,1.477,0.065
2019,09,전라북도,익산시,성당면,부곡리,산북천,23.5,7.8,7.7,5.6,10.4,31.4,3.433,0.156
2019,09,전라북도,익산시,망성면,무형리,마산천,23.6,7.6,8.5,4.2,5.7,52.2,4.425,0.279
2019,09,전라북도,부안군,동진면,하장리,고부천2,25.3,8.3,12.6,4.1,8.0,10.9,1.275,0.068
2019,09,전라북도,부안군,동진면,하장리,고부천3,23.7,7.5,8.3,3.3,9.4,57.4,2.061,0.110
2019,09,전라북도,정읍시,영원면,앵성리,고부천1,24.7,8.0,11.5,5.8,10.9,19.2,0.932,0.072
2019,09,전라북도,김제시,부량면,옥정리,동진강3,23.9,7.6,8.2,2.3,7.2,21.4,3.293,0.113
2019,09,전라북도,정읍시,신태인읍,,동진강2,25.7,8.5,11.5,2.9,9.6,17.8,1.747,0.044
2019,09,전라북도,정읍시,신태인읍,구석리,용호천,24.4,7.3,7.1,0.8,5.9,13.3,1.354,0.082
2019,09,전라북도,정읍시,옹동면,산성리,동진강1,22.8,8.6,9.3,0.8,4.1,5.2,1.691,0.021
2019,09,전라북도,김제시,성덕면,남포리,신평천,25.5,8.8,10.3,2.6,6.9,16.0,1.754,0.051
2019,09,전라북도,김제시,죽산면,대창리,원평천3,23.8,7.8,7.2,2.3,8.1,18.8,2.246,0.088
2019,09,전라북도,김제시,봉남면,용신리,원평천1,26.4,8.5,11.6,5.4,11.8,14.5,1.355,0.047
2019,09,전라북도,김제시,죽산면,죽산리,원평천2,26.9,8.8,11.0,2.8,10.5,16.1,1.606,0.061
2019,09,전라북도,정읍시,공평동,,정읍천3,22.8,8.0,9.1,0.8,3.9,6.6,2.126,0.044
2019,09,전라북도,정읍시,송산동,,정읍천1,22.7,7.6,9.5,0.5,3.7,1.9,1.491,0.021
2019,09,전라북도,정읍시,연지동,,정읍천2,22.7,7.7,10.1,0.5,3.8,5.1,1.831,0.031
2019,09,전라북도,정읍시,이평면,하송리,정읍천4,23.4,7.7,7.9,2.7,7.3,68.9,4.497,0.092
2019,09,전라북도,정읍시,하모동,,천원천,22.9,7.6,8.5,1.2,4.3,9.1,2.219,0.053
2019,09,전라북도,김제시,백구면,마산리,마산천,27.7,7.7,9.4,3.2,8.8,15.0,3.471,0.071
2019,09,전라북도,완주군,삼례읍,,삼례,21.5,8.2,8.9,1.2,6.5,5.6,3.938,0.074
2019,09,전라북도,익산시,춘포면,인수리,익산천1,21.5,8.0,8.6,1.1,7.3,15.3,2.701,0.167
2019,09,전라북도,익산시,춘포면,인수리,익산천2,22.5,7.9,8.8,1.3,10.3,15.4,3.775,0.379
2019,09,전라북도,군산시,대야면,광교리,탑천,23.9,7.3,6.8,2.6,8.0,24.1,2.784,0.102
2019,09,전라북도,김제시,백구면,백구리,김제,24.6,7.3,8.7,2.7,7.4,13.8,4.397,0.092
2019,09,전라북도,김제시,백구면,월봉리,용암천,26.8,7.9,12.7,5.5,13.2,16.0,3.230,0.209
2019,09,전라북도,전주시완산구,서신동,,삼천3,23.2,7.5,7.3,1.0,3.9,6.7,1.460,0.082
2019,09,전라북도,전주시완산구,평화동3가,,삼천1,23.1,7.2,8.4,0.6,3.1,2.6,1.568,0.075
2019,09,전라북도,전주시완산구,효자동2가,,삼천2,23.6,7.7,12.2,0.7,3.3,1.5,1.384,0.073
2019,09,전라북도,완주군,소양면,황운리,소양천1,23.2,7.5,9.9,0.5,2.2,2.3,3.110,0.036
2019,09,전라북도,완주군,용진읍,상운리,소양천2,24.9,7.4,7.7,0.6,2.6,1.8,3.427,0.038
2019,09,전라북도,익산시,춘포면,용연리,익산천3,22.4,8.0,8.9,2.1,9.2,16.4,3.412,0.296
2019,09,전라북도,전주시덕진구,고랑동,,전주천7,23.8,7.1,7.9,2.3,9.2,3.5,9.094,0.087
2019,09,전라북도,전주시덕진구,전미동1가,,전주,23.4,7.7,8.2,1.2,4.6,3.3,3.016,0.090
2019,09,전라북도,전주시완산구,대성동,,전주천1,21.4,7.5,10.0,0.5,1.5,0.6,3.210,0.011
2019,09,전라북도,완주군,고산면,읍내리,고산,20.3,8.5,9.5,0.9,3.8,2.6,4.566,0.024
2019,09,전라북도,무주군,무주읍,대차리,무주남대천2,23.0,8.5,9.2,0.7,3.4,3.0,1.065,0.006
2019,09,전라북도,무주군,무주읍,읍내리,무주남대천1,23.0,8.7,9.1,0.7,3.4,3.6,1.031,0.016
2019,09,전라북도,무주군,무주읍,읍내리,무주남대천3,21.4,7.8,10.1,0.7,4.1,2.9,1.853,0.041
2019,09,전라북도,부안군,상서면,청림리,백천내,21.5,6.9,8.2,0.9,1.8,1.0,2.700,0.012
2019,09,전라북도,무주군,안성면,진도리,구량천,18.6,7.9,9.8,0.6,3.7,3.3,1.795,0.035
2019,09,전라북도,진안군,정천면,월평리,정자천,20.3,7.9,10.0,0.6,3.5,2.3,2.220,0.020
2019,09,전라북도,진안군,진안읍,운산리,진안천,21.2,7.9,9.3,1.2,3.4,2.8,2.389,0.053
2019,09,전라북도,진안군,진안읍,가막리,가막,21.1,8.2,9.9,0.9,4.5,6.7,3.333,0.084
2019,09,전라북도,무주군,무주읍,용포리,용포,23.2,9.3,8.8,0.7,4.6,5.5,0.874,0.010
2019,09,전라북도,진안군,용담면,송풍리,용담,22.0,7.6,9.6,1.0,4.4,1.7,1.702,0.035
2019,09,전라북도,남원시,운봉읍,,람천2,22.7,8.7,8.7,0.8,2.8,3.5,1.410,0.048
2019,09,전라북도,남원시,인월면,중군리,람천1,23.2,9.1,9.2,0.8,3.7,4.5,2.410,0.077
2019,09,전라북도,임실군,관촌면,방수리,관촌,21.4,7.3,9.2,0.7,3.4,1.7,1.669,0.025
2019,09,전라북도,임실군,운암면,학암리,운암,27.3,8.7,9.8,1.0,2.7,4.0,0.916,0.021
2019,09,전라북도,정읍시,산내면,매죽리,추령천,22.0,7.5,10.0,0.8,2.8,2.9,2.637,0.024
2019,09,전라북도,임실군,강진면,용수리,임실,23.6,7.5,8.9,0.9,4.7,1.4,1.488,0.029
2019,09,전라북도,순창군,동계면,구미리,동계,25.2,8.3,8.0,0.8,3.4,3.7,0.940,0.015
2019,09,전라북도,순창군,구림면,안정리,치천,19.8,6.9,10.4,0.7,3.1,7.3,1.579,0.047
2019,09,전라북도,남원시,대강면,풍산리,수홍천,17.3,6.8,10.0,0.6,3.4,5.1,2.079,0.061
2019,09,전라북도,순창군,유등면,유촌리,옥택천,19.0,6.9,10.4,0.6,3.2,4.1,1.553,0.058
2019,09,전라북도,순창군,적성면,고원리,적성,23.3,8.3,8.2,0.5,4.2,5.1,1.290,0.034
2019,09,전라북도,남원시,금지면,귀석리,남원,25.6,8.3,8.7,0.7,4.7,7.0,0.871,0.031
2019,09,전라북도,남원시,대강면,월탄리,대강,22.8,7.3,9.7,0.8,3.9,3.3,1.381,0.042
2019,09,전라북도,장수군,산서면,사상리,오수천1,19.9,6.8,9.2,0.7,3.2,3.9,1.819,0.061
2019,09,전라북도,남원시,덕과면,사율리,율천,22.2,7.0,9.0,1.0,4.1,5.8,1.482,0.090
2019,09,전라북도,남원시,사매면,서도리,월평천,20.7,6.8,8.9,0.9,4.1,3.5,2.177,0.081
2019,09,전라북도,순창군,동계면,서호리,오수천2,23.1,7.3,10.4,0.9,4.0,4.5,1.532,0.063
2019,09,전라북도,임실군,삼계면,후천리,후곡천,21.3,6.9,9.7,0.8,4.3,4.0,1.371,0.070
2019,09,전라북도,남원시,산동면,월석리,요천1,20.0,7.3,9.3,0.6,2.3,1.7,1.404,0.031
