연도,월,시도 명,시군구 명,읍면동 명,동리 명,측정소 명,수온,수소이온농도,용존산소,생화학적 산소요구량,화학적 산소요구량,부유물질,총질소,총인
2010,01,전라북도,익산시,망성면,무형리,마산천,4.0,8.7,15.2,4.2,8.7,11.3,8.143,0.508
2010,01,전라북도,부안군,동진면,하장리,고부천2,1.0,7.3,13.7,7.0,16.6,27.2,12.564,0.283
2010,01,전라북도,부안군,동진면,하장리,고부천3,2.0,7.3,14.1,3.8,11.6,29.7,10.823,0.275
2010,01,전라북도,정읍시,영원면,앵성리,고부천1,2.0,7.5,13.3,9.1,12.4,17.2,9.256,0.232
2010,01,전라북도,김제시,부량면,옥정리,동진강3,2.8,7.5,13.7,2.9,9.7,17.3,7.767,0.284
2010,01,전라북도,정읍시,신태인읍,,동진강2,3.0,7.5,14.7,2.5,6.2,5.3,3.561,0.063
2010,01,전라북도,정읍시,옹동면,산성리,동진강1,4.0,7.5,14.0,0.7,2.5,0.5,1.850,0.029
2010,01,전라북도,김제시,죽산면,대창리,원평천3,3.0,8.0,12.9,5.6,11.5,47.2,8.090,0.278
2010,01,전라북도,김제시,봉남면,용신리,원평천1,2.0,7.8,16.0,4.3,7.8,13.1,5.790,0.062
2010,01,전라북도,김제시,죽산면,죽산리,원평천2,3.0,7.5,12.7,3.8,9.7,8.3,4.961,0.157
2010,01,전라북도,정읍시,공평동,,정읍천3,1.0,7.6,12.3,2.2,3.8,1.4,3.488,0.015
2010,01,전라북도,정읍시,송산동,,정읍천1,2.0,7.9,13.1,1.0,1.8,2.7,2.291,0.004
2010,01,전라북도,정읍시,연지동,,정읍천2,3.0,7.8,14.1,1.1,1.9,0.3,3.707,0.009
2010,01,전라북도,정읍시,이평면,하송리,정읍천4,3.3,7.3,12.5,5.0,13.8,26.2,8.528,0.410
2010,01,전라북도,정읍시,하모동,,천원천,2.0,7.6,13.4,3.0,5.5,1.7,3.876,0.020
2010,01,전라북도,완주군,삼례읍,,삼례,8.5,7.3,10.9,7.9,16.5,9.7,10.062,0.429
2010,01,전라북도,군산시,대야면,광교리,탑천,2.3,7.6,12.9,3.5,9.8,15.5,9.495,0.403
2010,01,전라북도,김제시,백구면,백구리,김제,4.8,7.6,10.9,8.8,18.6,16.5,10.300,0.824
2010,01,전라북도,전주시완산구,서신동,,삼천3,3.0,7.7,13.1,4.0,6.3,4.2,3.968,0.123
2010,01,전라북도,전주시완산구,평화동3가,,삼천1,4.0,7.6,13.2,2.4,3.8,3.6,2.297,0.039
2010,01,전라북도,전주시완산구,효자동2가,,삼천2,3.0,7.7,14.5,4.3,7.2,9.8,3.719,0.116
2010,01,전라북도,완주군,소양면,황운리,소양천1,4.0,7.9,13.9,1.0,1.8,0.6,3.790,0.010
2010,01,전라북도,완주군,용진읍,상운리,소양천2,3.0,8.2,14.8,1.8,3.2,1.9,6.977,0.021
2010,01,전라북도,익산시,춘포면,용연리,익산천3,3.5,7.7,4.0,160.1,93.2,87.9,78.148,3.990
2010,01,전라북도,전주시덕진구,고랑동,,전주천7,10.7,6.9,4.6,6.4,24.5,11.4,9.776,0.683
2010,01,전라북도,전주시덕진구,전미동1가,,전주,4.0,7.6,14.1,2.4,4.1,5.5,4.763,0.065
2010,01,전라북도,전주시완산구,대성동,,전주천1,4.0,7.9,15.0,0.7,1.2,0.2,2.510,0.026
2010,01,전라북도,완주군,고산면,읍내리,고산,3.0,7.7,14.3,0.4,2.5,0.7,1.513,0.010
2010,01,전라북도,무주군,무주읍,대차리,무주남대천2,3.0,7.4,15.6,1.2,2.6,0.1,3.539,0.052
2010,01,전라북도,무주군,무주읍,읍내리,무주남대천1,3.0,7.5,14.7,0.8,3.1,0.9,3.055,0.015
2010,01,전라북도,부안군,상서면,청림리,백천내,5.0,6.7,9.8,0.4,0.9,1.2,1.520,0.005
2010,01,전라북도,진안군,진안읍,운산리,진안천,7.0,7.7,7.9,1.5,3.3,2.4,3.646,0.136
2010,01,전라북도,진안군,진안읍,가막리,가막,0.0,7.5,15.1,0.8,2.5,0.6,4.479,0.010
2010,01,전라북도,무주군,무주읍,용포리,용포,3.0,7.6,14.9,1.1,4.2,1.6,1.444,0.009
2010,01,전라북도,진안군,용담면,송풍리,용담,5.0,7.5,12.6,0.8,3.0,2.5,1.460,0.010
2010,01,전라북도,남원시,운봉읍,,람천2,2.0,7.7,14.4,1.0,3.5,1.6,1.936,0.014
2010,01,전라북도,남원시,인월면,중군리,람천1,3.0,7.9,14.9,2.1,4.4,3.5,3.158,0.034
2010,01,전라북도,임실군,관촌면,방수리,관촌,3.5,7.2,14.0,1.0,2.0,1.8,2.545,0.006
2010,01,전라북도,임실군,운암면,학암리,운암,2.0,8.1,16.3,2.6,5.5,5.8,1.279,0.025
2010,01,전라북도,정읍시,산내면,매죽리,추령천,3.0,7.1,13.8,0.7,2.1,0.7,3.343,0.011
2010,01,전라북도,임실군,강진면,용수리,임실,4.0,7.4,13.9,1.0,3.8,0.9,1.813,0.010
2010,01,전라북도,순창군,동계면,구미리,동계,1.0,8.0,16.0,0.5,3.0,0.2,1.567,0.014
2010,01,전라북도,순창군,적성면,고원리,적성,2.8,8.2,17.1,0.8,2.9,1.9,1.936,0.021
2010,01,전라북도,남원시,금지면,귀석리,남원,2.0,8.6,17.6,0.7,4.6,0.6,1.788,0.015
2010,01,전라북도,남원시,대강면,월탄리,대강,3.0,7.7,13.3,1.5,4.1,2.7,2.406,0.032
2010,01,전라북도,순창군,동계면,서호리,오수천2,3.0,8.0,13.5,1.2,3.3,4.4,1.964,0.017
2010,01,전라북도,남원시,산동면,월석리,요천1,3.0,7.3,13.9,0.7,2.3,4.6,2.048,0.006
2010,01,전라북도,남원시,금지면,창산리,요천2,2.0,8.2,16.7,1.0,5.3,1.9,4.450,0.235
2010,01,전라북도,남원시,송동면,세전리,요천3,4.5,8.2,13.9,1.6,4.6,3.9,3.817,0.138
2010,01,전라북도,고창군,아산면,구암리,주진천1,2.0,7.8,17.7,1.2,4.5,2.4,4.682,0.154
2010,01,전라북도,고창군,아산면,반암리,주진천2,3.0,8.2,17.1,1.2,5.2,3.2,4.656,0.162
2010,02,전라북도,익산시,망성면,무형리,마산천,7.0,8.3,13.4,3.6,7.1,11.7,5.445,0.369
2010,02,전라북도,부안군,동진면,하장리,고부천2,3.0,7.5,14.5,3.0,9.5,18.1,7.229,0.304
2010,02,전라북도,부안군,동진면,하장리,고부천3,5.7,6.8,11.3,4.5,11.5,99.3,12.673,0.358
2010,02,전라북도,정읍시,영원면,앵성리,고부천1,4.0,7.6,14.3,2.2,8.5,10.9,6.753,0.160
2010,02,전라북도,김제시,부량면,옥정리,동진강3,6.0,7.5,12.7,3.0,8.7,38.4,11.057,0.247
2010,02,전라북도,정읍시,신태인읍,,동진강2,5.0,7.6,13.9,1.5,3.7,9.0,4.592,0.105
2010,02,전라북도,정읍시,옹동면,산성리,동진강1,7.0,7.8,16.2,0.7,2.6,0.3,3.576,0.027
2010,02,전라북도,김제시,죽산면,대창리,원평천3,5.7,7.0,12.0,5.1,15.3,142.7,12.894,0.516
2010,02,전라북도,김제시,봉남면,용신리,원평천1,9.0,7.7,13.7,2.0,7.1,17.9,6.267,0.095
2010,02,전라북도,김제시,죽산면,죽산리,원평천2,4.0,7.4,13.2,3.7,11.0,34.0,8.100,0.225
2010,02,전라북도,정읍시,공평동,,정읍천3,4.0,7.5,12.7,2.3,4.9,2.4,5.948,0.032
2010,02,전라북도,정읍시,송산동,,정읍천1,3.0,7.8,13.0,1.1,2.4,0.6,5.808,0.022
2010,02,전라북도,정읍시,연지동,,정읍천2,3.0,7.8,12.2,1.8,4.7,0.4,6.304,0.009
2010,02,전라북도,정읍시,이평면,하송리,정읍천4,7.3,7.2,11.7,4.2,13.3,212.3,11.153,0.430
2010,02,전라북도,정읍시,하모동,,천원천,3.0,7.6,12.9,1.6,3.0,0.8,6.156,0.030
2010,02,전라북도,완주군,삼례읍,,삼례,9.5,7.5,11.0,5.3,13.3,6.2,9.327,0.349
2010,02,전라북도,군산시,대야면,광교리,탑천,5.7,7.0,11.0,4.9,12.2,90.6,11.282,0.400
2010,02,전라북도,김제시,백구면,백구리,김제,8.0,7.5,9.1,8.5,20.4,64.4,13.552,0.990
2010,02,전라북도,전주시완산구,서신동,,삼천3,5.0,8.3,12.2,2.2,5.2,3.0,4.856,0.070
2010,02,전라북도,전주시완산구,평화동3가,,삼천1,3.0,7.8,13.2,1.5,3.4,0.4,4.848,0.020
2010,02,전라북도,전주시완산구,효자동2가,,삼천2,6.0,8.3,14.1,1.9,4.9,5.8,5.042,0.068
2010,02,전라북도,완주군,소양면,황운리,소양천1,6.0,8.0,12.9,1.2,1.8,0.4,6.234,0.006
2010,02,전라북도,완주군,용진읍,상운리,소양천2,5.0,8.2,13.4,1.8,3.4,1.0,6.392,0.004
2010,02,전라북도,익산시,춘포면,용연리,익산천3,6.5,7.6,3.5,102.6,82.3,76.2,61.333,4.158
2010,02,전라북도,전주시덕진구,고랑동,,전주천7,10.7,7.1,6.7,7.4,23.6,60.1,12.018,0.636
2010,02,전라북도,전주시덕진구,전미동1가,,전주,5.3,7.7,13.2,2.1,4.3,9.7,5.904,0.072
2010,02,전라북도,전주시완산구,대성동,,전주천1,4.0,8.3,13.0,0.6,1.2,0.4,4.710,0.026
2010,02,전라북도,완주군,고산면,읍내리,고산,6.0,7.6,14.3,0.6,3.3,0.7,2.801,0.021
2010,02,전라북도,무주군,무주읍,대차리,무주남대천2,4.0,8.1,15.8,1.2,2.6,1.3,3.267,0.043
2010,02,전라북도,무주군,무주읍,읍내리,무주남대천1,3.0,7.6,14.5,0.7,2.2,0.2,3.104,0.015
2010,02,전라북도,부안군,상서면,청림리,백천내,4.0,6.5,12.1,0.7,1.5,0.8,2.648,0.020
2010,02,전라북도,진안군,진안읍,운산리,진안천,8.0,7.6,8.3,1.7,3.3,5.0,3.215,0.070
2010,02,전라북도,진안군,진안읍,가막리,가막,2.0,7.2,14.1,0.9,2.8,1.3,4.182,0.012
2010,02,전라북도,무주군,무주읍,용포리,용포,3.0,8.0,14.4,0.5,3.3,0.6,1.452,0.021
2010,02,전라북도,진안군,용담면,송풍리,용담,4.0,7.7,13.0,0.8,3.1,2.2,2.115,0.007
2010,02,전라북도,남원시,운봉읍,,람천2,2.0,8.3,15.4,0.4,2.6,0.7,2.087,0.023
2010,02,전라북도,남원시,인월면,중군리,람천1,3.0,8.1,15.2,0.9,3.7,1.6,3.404,0.047
2010,02,전라북도,임실군,관촌면,방수리,관촌,4.5,7.5,13.5,1.0,2.7,4.9,3.237,0.017
2010,02,전라북도,임실군,운암면,학암리,운암,6.0,8.1,13.8,1.9,4.5,7.8,2.063,0.039
2010,02,전라북도,정읍시,산내면,매죽리,추령천,4.5,7.4,13.2,0.9,2.9,7.0,3.854,0.021
2010,02,전라북도,임실군,강진면,용수리,임실,5.3,7.3,13.2,1.0,3.7,4.0,1.977,0.022
2010,02,전라북도,순창군,동계면,구미리,동계,4.0,8.1,14.4,0.9,3.2,0.9,1.779,0.031
2010,02,전라북도,순창군,적성면,고원리,적성,4.5,8.0,14.4,0.9,3.5,1.4,2.149,0.020
2010,02,전라북도,남원시,금지면,귀석리,남원,6.0,9.1,15.3,1.4,3.5,1.8,1.733,0.021
2010,02,전라북도,남원시,대강면,월탄리,대강,4.8,7.0,12.5,2.4,6.0,29.0,2.583,0.079
2010,02,전라북도,순창군,동계면,서호리,오수천2,5.8,7.6,12.7,2.3,6.7,23.0,2.420,0.069
2010,02,전라북도,남원시,산동면,월석리,요천1,4.0,6.9,13.5,0.9,3.1,3.5,2.762,0.015
2010,02,전라북도,남원시,금지면,창산리,요천2,7.0,7.9,13.6,1.5,4.5,4.2,4.465,0.186
2010,02,전라북도,남원시,송동면,세전리,요천3,6.8,7.7,12.9,2.5,6.4,18.8,3.506,0.118
2010,02,전라북도,고창군,아산면,구암리,주진천1,5.0,7.6,14.6,1.8,3.8,6.9,4.669,0.206
2010,02,전라북도,고창군,아산면,반암리,주진천2,6.0,7.9,14.5,1.6,4.0,6.4,4.440,0.144
2010,03,전라북도,익산시,망성면,무형리,마산천,11.0,7.9,12.6,9.0,9.3,22.8,6.060,0.228
2010,03,전라북도,부안군,동진면,하장리,고부천2,8.0,7.6,7.2,3.2,10.2,59.5,5.152,0.230
2010,03,전라북도,부안군,동진면,하장리,고부천3,7.8,7.1,10.9,3.6,11.4,83.8,8.145,0.293
2010,03,전라북도,정읍시,영원면,앵성리,고부천1,8.0,7.7,7.6,3.4,9.2,74.6,4.188,0.157
2010,03,전라북도,김제시,부량면,옥정리,동진강3,7.6,7.5,11.4,3.2,6.8,23.3,7.010,0.170
2010,03,전라북도,정읍시,신태인읍,,동진강2,8.0,7.7,8.0,1.2,3.8,7.8,3.371,0.038
2010,03,전라북도,정읍시,옹동면,산성리,동진강1,8.0,8.1,8.9,0.6,2.8,0.6,3.429,0.024
2010,03,전라북도,김제시,죽산면,대창리,원평천3,8.8,7.4,11.9,3.6,9.5,42.8,7.145,0.194
2010,03,전라북도,김제시,봉남면,용신리,원평천1,8.0,8.0,8.9,1.2,3.3,20.3,4.299,0.060
2010,03,전라북도,김제시,죽산면,죽산리,원평천2,8.0,7.7,7.3,3.1,10.0,102.0,4.162,0.213
2010,03,전라북도,정읍시,공평동,,정읍천3,9.0,7.8,10.3,1.4,3.0,7.4,4.816,0.032
2010,03,전라북도,정읍시,송산동,,정읍천1,8.0,7.9,9.9,1.3,3.1,1.2,3.117,0.030
2010,03,전라북도,정읍시,연지동,,정읍천2,8.0,7.7,9.4,1.2,2.8,1.2,3.586,0.020
2010,03,전라북도,정읍시,이평면,하송리,정읍천4,8.8,7.5,11.7,3.9,7.4,28.3,6.281,0.191
2010,03,전라북도,정읍시,하모동,,천원천,9.0,7.9,9.5,1.5,3.4,6.4,5.226,0.035
2010,03,전라북도,완주군,삼례읍,,삼례,10.0,7.5,9.0,5.6,9.5,8.6,6.785,0.436
2010,03,전라북도,군산시,대야면,광교리,탑천,8.5,7.3,8.5,5.2,11.7,42.8,8.555,0.298
2010,03,전라북도,김제시,백구면,백구리,김제,9.4,7.2,8.4,7.5,13.2,19.2,9.950,0.622
2010,03,전라북도,전주시완산구,서신동,,삼천3,9.0,7.7,9.8,2.7,4.8,7.6,4.576,0.092
2010,03,전라북도,전주시완산구,평화동3가,,삼천1,9.0,7.4,11.1,1.7,3.3,3.2,4.414,0.042
2010,03,전라북도,전주시완산구,효자동2가,,삼천2,9.0,7.7,11.0,2.6,4.7,6.8,4.600,0.106
2010,03,전라북도,완주군,소양면,황운리,소양천1,10.0,7.7,11.5,0.8,1.6,2.0,6.451,0.016
2010,03,전라북도,완주군,용진읍,상운리,소양천2,9.0,8.3,11.5,1.3,2.4,3.0,7.184,0.019
2010,03,전라북도,익산시,춘포면,용연리,익산천3,8.5,7.7,5.6,91.9,63.5,34.8,33.064,2.993
2010,03,전라북도,전주시덕진구,고랑동,,전주천7,12.0,7.1,7.9,8.2,17.5,11.4,10.811,0.648
2010,03,전라북도,전주시덕진구,전미동1가,,전주,8.5,7.4,12.7,1.4,3.4,7.2,5.598,0.040
2010,03,전라북도,전주시완산구,대성동,,전주천1,9.0,7.9,11.6,0.7,1.4,0.4,5.236,0.036
2010,03,전라북도,완주군,고산면,읍내리,고산,6.0,7.5,13.4,0.4,2.1,0.3,2.439,0.009
2010,03,전라북도,무주군,무주읍,대차리,무주남대천2,5.0,8.2,14.6,0.6,2.0,0.1,2.273,0.013
2010,03,전라북도,무주군,무주읍,읍내리,무주남대천1,4.0,7.9,14.1,0.5,1.9,0.1,2.122,0.005
2010,03,전라북도,부안군,상서면,청림리,백천내,7.0,7.0,11.0,0.9,2.2,1.3,2.726,0.006
2010,03,전라북도,진안군,진안읍,운산리,진안천,6.0,7.2,10.5,1.6,3.2,2.0,3.112,0.080
2010,03,전라북도,진안군,진안읍,가막리,가막,6.8,7.5,14.2,1.0,2.9,2.4,3.932,0.019
2010,03,전라북도,무주군,무주읍,용포리,용포,5.0,8.3,14.1,0.5,2.6,1.0,1.511,0.007
2010,03,전라북도,진안군,용담면,송풍리,용담,5.8,7.2,13.0,0.8,2.9,2.6,2.105,0.009
2010,03,전라북도,남원시,운봉읍,,람천2,5.0,7.8,13.7,0.7,2.4,0.2,1.102,0.009
2010,03,전라북도,남원시,인월면,중군리,람천1,7.0,7.8,13.3,1.1,2.8,1.7,2.293,0.027
2010,03,전라북도,임실군,관촌면,방수리,관촌,7.6,7.3,12.9,0.8,2.2,4.8,3.351,0.015
2010,03,전라북도,임실군,운암면,학암리,운암,9.0,8.4,13.4,0.8,2.6,3.9,3.225,0.020
2010,03,전라북도,정읍시,산내면,매죽리,추령천,7.8,7.3,12.9,0.9,2.2,2.8,3.541,0.012
2010,03,전라북도,임실군,강진면,용수리,임실,8.0,7.5,12.8,1.0,3.3,2.2,1.904,0.012
2010,03,전라북도,순창군,동계면,구미리,동계,9.0,8.0,14.1,0.9,2.8,2.2,2.030,0.021
2010,03,전라북도,순창군,적성면,고원리,적성,9.3,7.8,11.2,0.7,3.3,2.0,2.052,0.020
2010,03,전라북도,남원시,금지면,귀석리,남원,10.0,8.1,12.2,1.1,3.3,5.2,2.005,0.026
2010,03,전라북도,남원시,대강면,월탄리,대강,8.2,7.4,11.9,1.4,3.7,5.5,2.248,0.035
2010,03,전라북도,순창군,동계면,서호리,오수천2,8.2,7.5,12.5,1.3,3.7,4.2,2.053,0.023
2010,03,전라북도,남원시,산동면,월석리,요천1,6.2,7.2,12.9,0.8,1.9,1.4,2.912,0.011
2010,03,전라북도,남원시,금지면,창산리,요천2,10.0,8.2,13.5,1.4,4.0,6.0,2.492,0.074
2010,03,전라북도,남원시,송동면,세전리,요천3,9.8,7.8,13.3,1.4,3.7,6.0,3.061,0.068
2010,03,전라북도,고창군,아산면,구암리,주진천1,10.0,7.9,13.8,2.2,7.3,15.1,3.851,0.125
2010,03,전라북도,고창군,아산면,반암리,주진천2,10.0,7.7,13.1,1.7,7.1,15.2,4.039,0.118
2010,04,전라북도,익산시,망성면,무형리,마산천,17.0,8.3,9.8,13.0,10.0,26.7,7.405,0.321
2010,04,전라북도,부안군,동진면,하장리,고부천2,12.0,8.5,8.2,2.8,7.7,12.3,2.849,0.077
2010,04,전라북도,부안군,동진면,하장리,고부천3,12.3,7.9,12.2,4.2,8.6,30.1,6.888,0.125
2010,04,전라북도,정읍시,영원면,앵성리,고부천1,10.0,8.1,8.3,1.0,6.5,5.9,2.039,0.034
2010,04,전라북도,김제시,부량면,옥정리,동진강3,9.3,7.5,12.3,2.0,4.6,23.3,5.787,0.077
2010,04,전라북도,정읍시,신태인읍,,동진강2,9.0,7.8,8.3,0.7,4.0,5.9,2.310,0.025
2010,04,전라북도,정읍시,옹동면,산성리,동진강1,11.0,8.0,7.9,0.7,4.5,1.3,2.164,0.015
2010,04,전라북도,김제시,죽산면,대창리,원평천3,12.8,7.8,11.3,3.2,7.8,28.0,4.632,0.102
2010,04,전라북도,김제시,봉남면,용신리,원평천1,14.0,8.3,8.4,4.3,7.8,19.6,3.064,0.080
2010,04,전라북도,김제시,죽산면,죽산리,원평천2,12.0,8.4,7.8,1.5,6.8,11.0,2.253,0.027
2010,04,전라북도,정읍시,공평동,,정읍천3,14.0,7.6,9.0,1.8,3.3,4.0,3.418,0.041
2010,04,전라북도,정읍시,송산동,,정읍천1,11.0,7.6,10.6,1.5,2.7,0.9,2.607,0.014
2010,04,전라북도,정읍시,연지동,,정읍천2,11.0,7.6,10.5,1.6,2.7,3.4,2.895,0.016
2010,04,전라북도,정읍시,이평면,하송리,정읍천4,10.3,7.5,12.7,2.2,5.1,15.9,4.849,0.089
2010,04,전라북도,정읍시,하모동,,천원천,12.0,7.5,9.9,1.9,3.7,8.4,3.638,0.023
2010,04,전라북도,완주군,삼례읍,,삼례,14.0,7.6,6.4,6.8,8.6,11.0,6.177,0.343
2010,04,전라북도,익산시,춘포면,인수리,익산천2,15.0,7.9,4.0,158.1,135.0,123.0,84.178,8.526
2010,04,전라북도,군산시,대야면,광교리,탑천,12.3,7.6,10.5,4.3,10.2,21.2,6.116,0.155
2010,04,전라북도,김제시,백구면,백구리,김제,13.3,7.5,8.6,6.2,12.3,14.4,7.441,0.479
2010,04,전라북도,김제시,백구면,월봉리,용암천,14.0,8.9,8.8,13.2,27.3,27.6,10.102,0.372
2010,04,전라북도,전주시완산구,서신동,,삼천3,11.0,7.9,9.3,3.0,5.5,3.6,3.922,0.088
2010,04,전라북도,전주시완산구,평화동3가,,삼천1,11.0,7.8,11.1,1.9,3.4,3.8,3.770,0.028
2010,04,전라북도,전주시완산구,효자동2가,,삼천2,11.0,8.0,12.3,2.4,4.4,5.2,4.005,0.062
2010,04,전라북도,완주군,소양면,황운리,소양천1,13.0,8.4,12.4,0.9,1.8,2.3,4.478,0.019
2010,04,전라북도,완주군,용진읍,상운리,소양천2,13.0,8.0,13.0,1.8,3.4,4.1,4.662,0.028
2010,04,전라북도,익산시,춘포면,용연리,익산천3,14.0,7.6,1.1,129.3,116.6,83.3,85.330,8.058
2010,04,전라북도,전주시덕진구,고랑동,,전주천7,14.8,7.2,5.5,9.0,18.8,17.7,10.245,0.610
2010,04,전라북도,전주시덕진구,전미동1가,,전주,10.8,7.6,11.8,1.3,3.6,7.5,5.293,0.025
2010,04,전라북도,전주시완산구,대성동,,전주천1,10.0,8.2,9.6,0.7,1.3,1.1,4.015,0.009
2010,04,전라북도,완주군,고산면,읍내리,고산,10.0,8.0,8.1,0.6,2.2,1.8,1.792,0.013
2010,04,전라북도,무주군,무주읍,대차리,무주남대천2,12.0,8.9,12.4,1.2,3.6,1.4,2.331,0.022
2010,04,전라북도,무주군,무주읍,읍내리,무주남대천1,13.0,8.0,10.7,1.1,2.7,0.7,2.237,0.009
2010,04,전라북도,부안군,상서면,청림리,백천내,14.0,6.5,9.1,0.3,2.7,0.2,2.877,0.003
2010,04,전라북도,진안군,진안읍,운산리,진안천,7.0,7.6,11.1,2.1,3.8,10.8,3.015,0.065
2010,04,전라북도,진안군,진안읍,가막리,가막,12.3,8.1,12.1,1.2,3.3,3.3,3.915,0.014
2010,04,전라북도,무주군,무주읍,용포리,용포,12.0,8.1,12.0,1.0,3.1,2.7,1.667,0.013
2010,04,전라북도,진안군,용담면,송풍리,용담,8.8,7.3,12.0,0.8,3.0,3.2,1.898,0.030
2010,04,전라북도,남원시,운봉읍,,람천2,8.0,8.9,8.2,0.9,2.8,0.8,1.251,0.013
2010,04,전라북도,남원시,인월면,중군리,람천1,9.0,8.8,8.9,1.6,4.3,2.1,2.645,0.052
2010,04,전라북도,임실군,관촌면,방수리,관촌,10.8,7.6,11.3,1.1,2.2,5.2,2.720,0.018
2010,04,전라북도,임실군,운암면,학암리,운암,12.0,8.6,8.1,1.1,3.1,4.6,2.702,0.013
2010,04,전라북도,정읍시,산내면,매죽리,추령천,11.5,7.5,11.5,1.0,2.4,4.1,3.010,0.015
2010,04,전라북도,임실군,강진면,용수리,임실,10.8,7.6,12.1,1.5,3.2,8.1,1.875,0.014
2010,04,전라북도,순창군,동계면,구미리,동계,13.0,7.8,7.4,0.9,2.9,2.5,1.974,0.028
2010,04,전라북도,순창군,적성면,고원리,적성,13.5,8.1,9.5,1.3,3.4,2.6,1.708,0.023
2010,04,전라북도,남원시,금지면,귀석리,남원,15.0,8.5,8.2,1.3,3.9,3.6,1.751,0.031
2010,04,전라북도,남원시,대강면,월탄리,대강,12.0,7.2,11.2,2.5,4.6,16.8,1.998,0.060
2010,04,전라북도,순창군,동계면,서호리,오수천2,12.0,7.7,11.7,1.5,4.3,10.0,1.827,0.038
2010,04,전라북도,남원시,산동면,월석리,요천1,9.3,7.4,12.2,1.2,2.8,10.2,2.614,0.026
2010,04,전라북도,남원시,금지면,창산리,요천2,15.0,8.7,8.4,1.7,4.3,7.0,2.605,0.125
2010,04,전라북도,남원시,송동면,세전리,요천3,13.8,7.7,11.7,2.4,4.8,11.9,2.348,0.108
2010,04,전라북도,고창군,아산면,구암리,주진천1,16.0,8.2,7.8,2.0,5.0,14.2,3.671,0.112
2010,04,전라북도,고창군,아산면,반암리,주진천2,17.0,8.2,7.4,2.1,5.9,23.0,3.148,0.073
2010,05,전라북도,익산시,망성면,무형리,마산천,19.0,7.4,5.8,7.2,11.2,75.7,5.665,0.443
2010,05,전라북도,부안군,동진면,하장리,고부천2,21.0,8.9,10.9,5.9,9.9,9.9,2.280,0.097
2010,05,전라북도,부안군,동진면,하장리,고부천3,18.5,7.8,7.8,4.0,8.8,17.6,4.075,0.139
2010,05,전라북도,정읍시,영원면,앵성리,고부천1,22.0,8.6,9.9,4.0,7.1,12.1,1.849,0.066
2010,05,전라북도,김제시,부량면,옥정리,동진강3,19.0,7.7,8.4,5.2,9.0,27.3,5.118,0.216
2010,05,전라북도,정읍시,신태인읍,,동진강2,20.0,7.8,9.7,3.5,8.8,32.7,2.283,0.140
2010,05,전라북도,정읍시,옹동면,산성리,동진강1,16.0,8.0,10.0,1.1,3.7,5.0,1.905,0.023
2010,05,전라북도,김제시,죽산면,대창리,원평천3,18.8,7.8,8.0,4.0,8.4,18.6,3.275,0.122
2010,05,전라북도,김제시,봉남면,용신리,원평천1,20.0,9.5,11.1,9.1,12.4,26.5,1.178,0.073
2010,05,전라북도,김제시,죽산면,죽산리,원평천2,19.0,8.9,9.7,4.5,7.9,15.7,1.894,0.059
2010,05,전라북도,정읍시,공평동,,정읍천3,20.0,7.6,10.8,3.1,5.6,2.4,2.303,0.011
2010,05,전라북도,정읍시,송산동,,정읍천1,17.0,7.5,11.4,1.2,2.7,1.2,2.193,0.004
2010,05,전라북도,정읍시,연지동,,정읍천2,19.0,7.4,10.9,1.7,3.2,2.0,2.671,0.005
2010,05,전라북도,정읍시,이평면,하송리,정읍천4,17.5,7.7,8.9,3.1,7.3,28.2,4.592,0.178
2010,05,전라북도,정읍시,하모동,,천원천,20.0,7.4,11.7,3.9,6.9,6.0,2.661,0.019
2010,05,전라북도,완주군,삼례읍,,삼례,16.0,7.4,6.2,2.4,5.2,19.8,3.118,0.128
2010,05,전라북도,익산시,춘포면,인수리,익산천2,17.0,7.4,4.7,37.7,35.1,80.7,14.544,3.685
2010,05,전라북도,군산시,대야면,광교리,탑천,19.8,7.8,8.2,5.8,10.0,28.1,4.653,0.195
2010,05,전라북도,김제시,백구면,백구리,김제,19.8,7.3,7.5,4.7,11.9,13.7,8.654,0.452
2010,05,전라북도,김제시,백구면,월봉리,용암천,18.0,7.3,4.9,4.7,13.9,80.6,6.873,0.439
2010,05,전라북도,전주시완산구,서신동,,삼천3,21.0,7.5,6.9,3.0,5.7,7.4,2.658,0.069
2010,05,전라북도,전주시완산구,평화동3가,,삼천1,20.0,7.9,10.1,2.1,3.9,1.8,2.664,0.027
2010,05,전라북도,전주시완산구,효자동2가,,삼천2,22.0,8.0,10.3,3.0,5.4,3.2,2.779,0.073
2010,05,전라북도,완주군,소양면,황운리,소양천1,20.0,9.0,12.4,1.0,1.9,2.8,3.760,0.018
2010,05,전라북도,완주군,용진읍,상운리,소양천2,21.0,8.1,10.2,1.7,3.1,2.8,3.592,0.023
2010,05,전라북도,익산시,춘포면,용연리,익산천3,16.0,7.3,3.8,19.7,24.9,64.5,11.561,3.042
2010,05,전라북도,전주시덕진구,고랑동,,전주천7,19.8,7.2,4.5,5.6,17.8,8.1,8.405,0.505
2010,05,전라북도,전주시덕진구,전미동1가,,전주,18.3,7.6,10.6,1.7,3.9,6.3,4.505,0.039
2010,05,전라북도,전주시완산구,대성동,,전주천1,17.0,8.0,11.4,0.9,1.8,0.6,3.180,0.000
2010,05,전라북도,완주군,고산면,읍내리,고산,14.0,7.7,6.9,0.5,2.9,4.5,2.781,0.049
